,ID,Severity,Start_Time,End_Time,Distance(mi),Description,Number,Street,Side,City,State,Zipcode,Country,Timezone,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Precipitation(in),Weather_Condition
113,A-455,3,2/24/2016 17:48,2/24/2016 23:48,0.379,Ramp to Exit 17A/Exit 17B - Accident.,5559, Lancaster Dr,R,Brooklyn Heights,OH,44131-1835,US,US/Eastern,2/24/2016 17:53,37.9,97,29.16,7,,Mostly Cloudy
114,A-459,3,2/24/2016 18:55,2/25/2016 0:55,0,At I-90/Exit 163 - Accident.,,I-77 N,R,Cleveland,OH,44115,US,US/Eastern,2/24/2016 18:53,37.9,100,29.17,2,0.05,Light Rain
115,A-463,4,2/25/2016 6:14,2/25/2016 12:14,0.71,Closed between Old State Rd 1 and Charles Rd - Road closed due to accident.,10749, Purple Heart Memorial Hwy,R,Economy,IN,47339,US,US/Eastern,2/25/2016 5:53,33.1,85,29.64,7,0,Overcast
116,A-467,2,2/25/2016 7:54,2/25/2016 13:54,0.364,At I-71/Exit 1 - Accident.,,US-224 W,R,Seville,OH,44273,US,US/Eastern,2/25/2016 7:56,30.9,89,29.44,6,0.01,Overcast
117,A-471,4,2/25/2016 9:06,2/25/2016 15:06,4.987,Closed between OH-91/Exit 37 and I-80/I-480/Ohio Tpke - Road closed due to accident.,,I-480 E,R,Twinsburg,OH,44087,US,US/Eastern,2/25/2016 9:14,31.3,,29.41,2,,Light Snow
118,A-475,2,2/25/2016 11:53,2/25/2016 17:53,0.67,At I-670/Jack Gibbs Blvd - Accident.,,I-670 E,R,Columbus,OH,43215,US,US/Eastern,2/25/2016 11:51,34,82,29.7,5,0,Light Snow
119,A-479,2,2/25/2016 15:32,2/25/2016 21:32,0.043,At Brice Rd/Exit 110 - Accident.,,East Fwy W,R,Reynoldsburg,OH,43068,US,US/Eastern,2/25/2016 15:23,33.8,81,29.77,2.5,0,Light Snow
120,A-483,2,2/25/2016 15:52,2/25/2016 21:52,0.036,At Rockside Rd/Exit 155 - Accident.,,I-77 S,R,Independence,OH,44131,US,US/Eastern,2/25/2016 15:53,30,88,29.73,0.5,0,Snow
121,A-487,3,2/25/2016 17:01,2/25/2016 23:01,0.228,At CR-24/Mt Lookout Rd - Accident.,,US-19 N,R,Hico,WV,25854,US,US/Eastern,2/25/2016 16:58,30,85,29.78,1,0,Light Snow
122,A-491,2,2/25/2016 17:35,2/25/2016 23:35,2.639,Between OH-303/W Streetsboro St and Seasons Rd - Accident.,,OH-8 S,R,Hudson,OH,44236,US,US/Eastern,2/25/2016 17:33,27.7,81,29.74,4,,Light Snow
123,A-495,4,2/25/2016 18:39,2/26/2016 0:39,5.475,Closed between CR-5/11/Bridge St/Exit 79 and US-19/Exit 91 - Road closed due to accident.,,I-79 N,R,Burnsville,WV,26335,US,US/Eastern,2/25/2016 18:38,32,85,28.49,6,0,Light Snow
124,A-499,3,2/26/2016 10:43,2/26/2016 16:43,0.137,At US-20/OH-120/Central/Exit 13 - Accident.,,I-475 N,R,Toledo,OH,43615,US,US/Eastern,2/26/2016 10:35,29.8,59,30.23,10,,Overcast
125,A-503,2,2/26/2016 12:41,2/26/2016 18:41,0.709,Between Spence Brg and I-71/US-50/Exit 1 - Accident.,,I-75 S,R,Covington,KY,41011,US,US/Eastern,2/26/2016 12:53,36,62,30.3,10,,Overcast
126,A-507,2,2/26/2016 13:15,2/26/2016 19:15,2.206,Between Oakdale Rd and Steubenville Pike - Accident.,1508, McKee Rd,L,Oakdale,PA,15071-3206,US,US/Eastern,2/26/2016 12:51,30.9,43,30.18,10,,Mostly Cloudy
127,A-511,4,2/26/2016 14:33,2/26/2016 20:33,0.12,Ramp closed to Exit 4 - Road closed due to accident.,,I-74 W,R,Cincinnati,OH,45225,US,US/Eastern,2/26/2016 14:53,36,62,30.27,10,,Overcast
128,A-515,2,2/26/2016 16:20,2/26/2016 22:20,0.519,At Reed Hartman Hwy/Exit 47 - Accident.,,I-275 E,R,Cincinnati,OH,45241,US,US/Eastern,2/26/2016 15:53,37,52,30.26,10,,Overcast
129,A-519,2,2/26/2016 20:13,2/27/2016 2:13,0.027,At US-19 - Accident.,,Saw Mill Run Blvd S,R,Pittsburgh,PA,15220,US,US/Eastern,2/26/2016 19:53,27,58,30.22,10,,Clear
130,A-523,3,2/27/2016 13:31,2/27/2016 19:31,0.052,Between Wabash Ave and Sygan Rd - Accident.,200, Wabash Ave,R,Morgan,PA,15064-9708,US,US/Eastern,2/27/2016 13:51,37,48,30.1,10,,Scattered Clouds
131,A-527,4,2/28/2016 1:07,2/28/2016 7:07,0.826,Closed between Duck Creek Rd and Weaver Rd - Road closed due to accident.,13399, Akron Canfield Rd,R,North Jackson,OH,44451-9723,US,US/Eastern,2/28/2016 0:51,39,60,29.95,10,,Partly Cloudy
132,A-531,2,2/29/2016 9:32,2/29/2016 15:32,0.414,At I-71 - Accident.,,Norwood Lateral Expy E,R,Cincinnati,OH,45212,US,US/Eastern,2/29/2016 9:53,41,73,30.05,10,,Overcast
133,A-535,4,2/29/2016 14:46,2/29/2016 20:46,0.592,Closed at Hartwick Rd - Road closed due to accident.,1791, Mercer Grove City Rd,L,Mercer,PA,16137-6333,US,US/Eastern,2/29/2016 14:39,44.6,61,29.88,10,,Mostly Cloudy
134,A-539,2,2/29/2016 17:10,2/29/2016 23:10,0.004,At Paul G Blazer Memorial Pkwy - Accident.,5503, Blazer Pkwy,L,Dublin,OH,43017,US,US/Eastern,2/29/2016 16:53,52,45,29.97,10,,Clear
135,A-543,2,2/29/2016 17:38,2/29/2016 23:38,0.406,At WV-114/Exit 5 - Accident.,,I-79 S,R,Charleston,WV,25312,US,US/Eastern,2/29/2016 17:54,54,38,30.03,10,,Partly Cloudy
136,A-547,2,3/1/2016 1:14,3/1/2016 7:14,1.104,Between OH-3/Cleveland Ave and I-71 - Accident.,,North Innerbelt W,R,Columbus,OH,43215,US,US/Eastern,3/1/2016 0:51,36,76,30.04,10,,Partly Cloudy
137,A-551,2,3/1/2016 7:24,3/1/2016 13:24,1.981,Between Pfeiffer Rd/Exit 15 and Ronald Reagan CRS Co Hwy/Exit 14 - Accident.,,Specialist Donald Scott Morrison Memorial Hwy,R,Cincinnati,OH,45242,US,US/Eastern,3/1/2016 7:53,33.1,100,29.92,10,,Clear
138,A-555,2,3/1/2016 10:14,3/1/2016 16:14,0.001,At Blue Ash Rd/Kenwood Rd - Accident.,,Ronald Reagan Cross County Hwy W,R,Cincinnati,OH,45242,US,US/Eastern,3/1/2016 10:19,46.9,66,29.82,5,0,Light Rain
139,A-559,3,3/1/2016 12:22,3/1/2016 18:22,0.251,At Eastern Boulevard/Exit 2 - Accident.,,S US Route 31,R,Clarksville,IN,47129,US,US/Eastern,3/1/2016 12:22,53.1,83,29.77,2,0.1,Light Rain
140,A-563,2,3/1/2016 14:46,3/1/2016 20:46,0.205,At Pfeiffer Rd/Exit 15 - Accident.,,Pfeiffer Rd,R,Cincinnati,OH,45242,US,US/Eastern,3/1/2016 14:53,51.1,96,29.63,7,0.09,Light Rain
141,A-567,2,3/1/2016 16:16,3/1/2016 22:16,1.863,Between US-40/Broad St/Exit 97 and I-71/OH-315/Exit 99C - Accident.,,I-70 E,R,Columbus,OH,43223,US,US/Eastern,3/1/2016 16:14,48.2,93,29.56,4,,Rain
142,A-571,3,3/1/2016 17:01,3/1/2016 23:01,6.812,At Emerson Rd - Accident.,,US-23 N,R,Chillicothe,OH,45601,US,US/Eastern,3/1/2016 16:55,47.7,97,29.54,7,,Light Rain
143,A-575,3,3/1/2016 17:31,3/1/2016 23:31,0.337,At 150th St/Exit 240 - Accident.,,I-71 N,R,Cleveland,OH,44135,US,US/Eastern,3/1/2016 17:40,46,93,29.52,2.5,0.11,Rain
144,A-579,2,3/1/2016 17:57,3/1/2016 23:57,0.279,At Taft Rd/Exit 3 - Accident.,,I-71 S,R,Cincinnati,OH,45206,US,US/Eastern,3/1/2016 17:53,48.9,83,29.66,10,0.01,Light Rain
145,A-583,4,3/2/2016 10:14,3/2/2016 16:14,0.47,Closed between US-40/E National Pike and Roberts Rd - Road closed due to accident.,6, Route 519,L,Eighty Four,PA,15330-2026,US,US/Eastern,3/2/2016 10:15,24.8,69,30.03,8,,Overcast
146,A-587,2,3/2/2016 12:28,3/2/2016 18:28,0.201,At Western Hills Viad/Exit 2 - Accident.,,I-75 S,R,Cincinnati,OH,45214,US,US/Eastern,3/2/2016 12:53,34,48,30.24,10,,Partly Cloudy
147,A-591,2,3/2/2016 15:07,3/2/2016 21:07,0.082,At Spence Bridge - Accident.,,I-75 S,R,Covington,KY,41011,US,US/Eastern,3/2/2016 14:53,37,37,30.19,10,,Clear
148,A-595,2,3/2/2016 16:13,3/2/2016 22:13,0.054,At OH-21/Brecksville Rd/Exit 157 - Accident.,,OH-21,R,Cleveland,OH,44125,US,US/Eastern,3/2/2016 15:53,26.1,66,30.16,10,0,Overcast
149,A-599,3,3/2/2016 17:06,3/2/2016 23:06,0.246,At ML King Jr Dr/Exit 177 - Accident.,,OH-2 E,R,Cleveland,OH,44103,US,US/Eastern,3/2/2016 16:53,26.1,63,30.16,10,,Mostly Cloudy
150,A-603,3,3/2/2016 17:38,3/2/2016 23:38,0.559,At US-40/Main St/Exit 43/Exit 41 - Accident.,,Outerbelt S,R,Columbus,OH,43213,US,US/Eastern,3/2/2016 17:51,30.9,47,30.18,10,,Scattered Clouds
151,A-607,2,3/2/2016 20:16,3/3/2016 2:16,0.319,At OH-562/Exit 7 - Accident.,,I-75 S,R,Cincinnati,OH,45237,US,US/Eastern,3/2/2016 19:53,30.9,61,30.22,10,,Clear
152,A-611,4,3/2/2016 20:50,3/3/2016 2:50,0.616,Closed at Rowes Rd NW - Road closed due to accident.,212, Mill St NW,L,Sugarcreek,OH,44681-9389,US,US/Eastern,3/2/2016 20:53,28,56,30.24,10,,Overcast
153,A-615,3,3/3/2016 6:30,3/3/2016 12:30,3.27,At Wheeling Ave - Accident.,8953, W State Road 28,R,Muncie,IN,47304-9198,US,US/Eastern,3/3/2016 6:21,30,88,30.09,4,0,Light Snow
154,A-619,2,3/3/2016 7:18,3/3/2016 13:18,0.83,At WV-817/Exit 44 - Accident.,,I-64 E,R,Scott Depot,WV,25560,US,US/Eastern,3/3/2016 6:54,25,88,30.21,10,,Mostly Cloudy
155,A-623,4,3/3/2016 7:46,3/3/2016 13:46,0.11,At US-52/Exit 169 - Accident.,,I-74 W,R,West Harrison,IN,47060,US,US/Eastern,3/3/2016 7:43,30.2,86,30.1,7,0,Overcast
156,A-627,2,3/3/2016 8:41,3/3/2016 14:41,0.411,At OH-32/Exit 63 - Accident.,,I-275 N,R,Cincinnati,OH,45245,US,US/Eastern,3/3/2016 8:32,30.2,99,30.12,5,,Light Snow
157,A-631,3,3/3/2016 13:48,3/3/2016 19:48,11.948,Between Bert T Combs Mtn Pky/Exit 98 and US-460/KY-11/Exit 110 - Accident.,,I-64 E,R,Winchester,KY,40391,US,US/Eastern,3/3/2016 13:55,32,100,30.05,5,,Overcast
158,A-635,2,3/3/2016 17:24,3/3/2016 23:24,2.57,Between Dana Ave/Exit 5 and Taft Rd/Exit 3 - Accident.,,I-71 S,R,Cincinnati,OH,45212,US,US/Eastern,3/3/2016 17:53,33.1,96,30.05,2,0.02,Overcast
159,A-639,2,3/3/2016 17:52,3/3/2016 23:52,0.165,At KY-146/La Grange Rd/Exit 30 - Accident.,,KY-841 N,R,Louisville,KY,40223,US,US/Eastern,3/3/2016 17:53,37.9,83,30.01,10,,Overcast
160,A-643,4,3/3/2016 18:49,3/4/2016 0:49,1.06,Closed between Somerlot Hoffman Rd E and Owens Rd W - Road closed due to accident.,101, Somerlot Hoffman Rd E,R,Marion,OH,43302-8325,US,US/Eastern,3/3/2016 18:53,30.9,89,30.06,1.5,0,Light Snow
161,A-647,2,3/3/2016 18:59,3/4/2016 0:59,1.901,Between Lydia St/Exit 65 and PA-121/Exit 67 - Accident.,,US-30 E,R,Carnegie,PA,15106,US,US/Eastern,3/3/2016 18:53,33.1,66,30.1,2,0,Light Snow
162,A-651,4,3/4/2016 0:48,3/4/2016 6:48,0,Closed between McCordsville and CR-200/County Road 200 W/S 200 W - Road closed due to accident.,35, S 200 W,R,Greenfield,IN,46140-8553,US,US/Eastern,3/4/2016 0:54,35.6,93,30.01,3,,Overcast
163,A-655,2,3/4/2016 6:44,3/4/2016 12:44,0.768,Between Mound St/Exit 98 and US-40/Broad St/Exit 97 - Accident.,,S Glenwood Ave,R,Columbus,OH,43223,US,US/Eastern,3/4/2016 6:15,31.6,100,30.04,2.5,,Light Snow
164,A-659,2,3/4/2016 7:39,3/4/2016 13:39,0.615,At Shepherd Ln/Exit 13 - Accident.,,I-75 S,R,Cincinnati,OH,45215,US,US/Eastern,3/4/2016 7:53,36,93,30.12,10,,Overcast
165,A-663,2,3/4/2016 8:17,3/4/2016 14:17,0.279,At Taft Rd/Exit 3 - Accident.,,I-71 S,R,Cincinnati,OH,45206,US,US/Eastern,3/4/2016 7:53,36,93,30.12,10,,Overcast
166,A-667,4,3/4/2016 9:25,3/4/2016 15:25,1.518,Closed at Killbury-Huber Rd - Road closed due to accident.,7088, US Highway 42 S,R,Plain City,OH,43064-9570,US,US/Eastern,3/4/2016 9:34,32,90,30.12,4,,Overcast
167,A-671,2,3/4/2016 11:31,3/4/2016 17:31,0.089,At I-376 - Accident.,,Saw Mill Run Blvd S,R,Pittsburgh,PA,15220,US,US/Eastern,3/4/2016 11:53,34,70,30.13,10,,Overcast
168,A-675,2,3/4/2016 12:12,3/4/2016 18:12,1.931,Between OH-105/OH-64/Exit 181 and US-6/Exit 179 - Accident.,,I-75 S,R,Bowling Green,OH,43402,US,US/Eastern,3/4/2016 11:53,30.9,72,30.23,10,,Overcast
169,A-679,3,3/4/2016 13:25,3/4/2016 19:25,0.887,At Polaris Pky/Exit 121 - Accident.,,North Fwy S,R,Columbus,OH,43240,US,US/Eastern,3/4/2016 13:53,34,79,30.16,10,,Overcast
170,A-683,4,3/5/2016 3:22,3/5/2016 9:22,3.675,Closed between TWP Rd 99/Exit 161 and OH-613/Exit 164 - Road closed due to accident.,,County Road 99,R,Findlay,OH,45840,US,US/Eastern,3/5/2016 2:53,30,79,30.14,9,,Overcast
171,A-687,4,3/5/2016 16:28,3/5/2016 22:28,0.2,Closed at Charleston - Road closed due to accident.,,Angel Ter,R,Charleston,WV,25314,US,US/Eastern,3/5/2016 16:54,41,82,30.1,4,0.1,Rain
172,A-691,4,3/6/2016 23:18,3/7/2016 5:18,6.072,Closed between CR-13/Mason Rd/Exit 28 and CR-19/Hurricane Crk Rd/Exit 34 - Road closed due to accident.,,I-64 E,R,Milton,WV,25541,US,US/Eastern,3/6/2016 22:51,39,79,30.2,10,,Clear
173,A-695,2,3/7/2016 7:14,3/7/2016 13:14,8.467,Between Cygnet Rd/Exit 171 and US-6/Exit 179 - Accident.,,I-75 N,R,North Baltimore,OH,45872,US,US/Eastern,3/7/2016 6:53,42.1,70,30.02,10,,Partly Cloudy
174,A-699,4,3/7/2016 9:52,3/7/2016 15:52,1.668,Closed at Mt Orab - Road closed due to accident.,3351, US Highway 50,R,Williamsburg,OH,45176-6204,US,US/Eastern,3/7/2016 9:52,53.4,42,30.14,10,,Clear
175,A-703,3,3/7/2016 12:45,3/7/2016 18:45,0.349,At Liberty Union Rd - Accident.,,US Highway 30,R,Van Wert,OH,45891,US,US/Eastern,3/7/2016 12:53,55,55,30.06,10,,Overcast
176,A-707,2,3/7/2016 14:48,3/7/2016 20:48,0.361,At I-74/US-52/US-27/Exit 4 - Accident.,,I-75 S,R,Cincinnati,OH,45223,US,US/Eastern,3/7/2016 14:53,63,37,30.08,10,,Clear
177,A-711,2,3/7/2016 16:05,3/7/2016 22:05,4.118,At Hayes St - Accident.,4462, Pennsylvania Ave,L,Charleston,WV,25302-4700,US,US/Eastern,3/7/2016 15:54,68,17,30.13,10,,Mostly Cloudy
178,A-715,2,3/7/2016 19:51,3/8/2016 1:51,0.405,Between I-264/Exit 1 and Sherman Minton Brg - Accident.,,US-150 W,R,Louisville,KY,40212,US,US/Eastern,3/7/2016 19:56,62.1,35,30.04,10,,Overcast
179,A-719,2,3/8/2016 6:26,3/8/2016 12:26,0.223,At Old US-60/Kelleys Creek Rd/Main St - Accident.,449, US Highway 60,L,Cedar Grove,WV,25039,US,US/Eastern,3/8/2016 6:54,45,68,30.23,10,,Mostly Cloudy
180,A-723,2,3/8/2016 8:55,3/8/2016 14:55,1.84,Between KY-1072/Kyles Ln/Exit 189 and 12th St/Pike St/Exit 191 - Accident.,,Rivard Dr,R,Covington,KY,41011,US,US/Eastern,3/8/2016 8:53,57.9,62,30.19,10,,Clear
181,A-727,2,3/8/2016 12:52,3/8/2016 18:52,0,At Bridge St - Accident.,258, W Main St,R,Belmont,OH,43718-9401,US,US/Eastern,3/8/2016 12:53,66,43,30.16,10,,Overcast
182,A-731,2,3/8/2016 15:35,3/8/2016 21:35,0.831,Between Livingston Ave/Exit 103 and Kelton Ave/Exit 102 - Accident.,,East Fwy W,R,Columbus,OH,43209,US,US/Eastern,3/8/2016 15:51,72,26,30.04,10,,Mostly Cloudy
183,A-735,2,3/8/2016 17:22,3/8/2016 23:22,0.022,At Cannon Dr - Accident.,,Olentangy Fwy N,R,Columbus,OH,43201,US,US/Eastern,3/8/2016 17:51,70,27,30.03,10,,Mostly Cloudy
184,A-739,2,3/8/2016 18:17,3/9/2016 0:17,0.534,At OH-317/Exit 107 - Accident.,,I-70 E,R,Columbus,OH,43232,US,US/Eastern,3/8/2016 17:51,70,27,30.03,10,,Mostly Cloudy
185,A-743,4,3/9/2016 5:52,3/9/2016 11:52,1.142,Closed at Chestnut Ridge Rd - Road closed due to accident.,60891, Gobblers Knob Rd,R,Barnesville,OH,43713-9466,US,US/Eastern,3/9/2016 5:53,55.9,49,30.11,10,,Clear
186,A-747,4,3/9/2016 7:47,3/9/2016 13:47,0.536,Closed between Higginbotham Memorial Brg and Lower Buffalo Brg/WV-62 - Road closed due to accident.,,State Highway 817,R,Buffalo,WV,25033,US,US/Eastern,3/9/2016 7:50,52,69,29.3,10,0,Fair
187,A-751,4,3/9/2016 8:28,3/9/2016 14:28,4.344,Closed between I-264 and I-265/KY-841/Exit 9 - Road closed due to accident.,,I-71 S,R,Louisville,KY,40241,US,US/Eastern,3/9/2016 8:53,66,56,30.07,10,,Clear
188,A-755,2,3/9/2016 9:11,3/9/2016 15:11,0.198,At US-62/Exit 107 - Accident.,,I-77 N,R,Canton,OH,44718,US,US/Eastern,3/9/2016 8:51,59,55,30.08,10,,Mostly Cloudy
189,A-759,2,3/9/2016 13:15,3/9/2016 19:15,0.447,Ramp to Commonwealth Ave - Accident.,,I-275 W,R,Erlanger,KY,41018,US,US/Eastern,3/9/2016 12:52,69.1,51,30.03,10,,Overcast
190,A-763,2,3/9/2016 16:23,3/9/2016 22:23,0.873,At I-71/I-75/Exit 84 - Accident.,,I-275 W,R,Erlanger,KY,41018,US,US/Eastern,3/9/2016 16:52,60.1,93,30.04,3,0.04,Light Rain
191,A-767,3,3/10/2016 5:29,3/10/2016 11:29,0.346,At OH-41/Exit 59 - Accident.,,I-70 W,R,Springfield,OH,45502,US,US/Eastern,3/10/2016 5:12,55.4,100,30.02,7,,Overcast
192,A-771,2,3/10/2016 6:55,3/10/2016 12:55,0.291,At IN-67/IN-9/Exit 22 - Accident.,,I-69 S,R,Anderson,IN,46013,US,US/Eastern,3/10/2016 8:45,55.4,100,,2,,Light Drizzle
193,A-775,3,3/10/2016 7:44,3/10/2016 13:44,0.428,At IN-13/Exit 14 - Accident.,,I-69 S,R,Pendleton,IN,46064,US,US/Eastern,3/10/2016 8:45,55.4,100,,2,,Light Drizzle
194,A-779,2,3/10/2016 9:39,3/10/2016 15:39,5.914,Between OH-73/Exit 45 and US-68/Exit 50 - Accident.,,I-71 N,R,Wilmington,OH,45177,US,US/Eastern,3/10/2016 9:54,59,93,30.04,10,0,Overcast
195,A-783,2,3/10/2016 11:43,3/10/2016 17:43,0.272,At OH-582/Exit 187 - Accident.,,I-75 S,R,Bowling Green,OH,43402,US,US/Eastern,3/10/2016 11:42,57.9,93,29.99,1.5,0.02,Light Rain
196,A-787,4,3/10/2016 15:30,3/10/2016 21:30,0.714,Closed between OH-43/Exit 25 and US-422/Exit 26 - Road closed due to accident.,,I-480 E,R,Bedford,OH,44146,US,US/Eastern,3/10/2016 15:53,46.9,97,29.97,0.2,0.01,Light Rain
197,A-791,4,3/10/2016 17:05,3/10/2016 23:05,0.196,Closed between Chestnut St and Maple St - Road closed due to accident.,4901, Maccorkle Ave SW,L,South Charleston,WV,25309-1215,US,US/Eastern,3/10/2016 16:54,77,33,29.94,10,,Mostly Cloudy
198,A-795,2,3/10/2016 18:08,3/11/2016 0:08,0.433,At Roberts Rd/Exit 10 - Accident.,,Outerbelt S,R,Columbus,OH,43228,US,US/Eastern,3/10/2016 18:35,58.1,100,30,5,0.07,Rain
199,A-799,2,3/10/2016 20:12,3/11/2016 2:12,0.166,At South Ave/Kuhlman Dr/Exit 200 - Accident.,,I-75 N,R,Toledo,OH,43609,US,US/Eastern,3/10/2016 20:07,48.9,93,30.06,1.8,0,Light Rain
200,A-803,4,3/11/2016 5:04,3/11/2016 11:04,34.62,Closed between Banks Rd and Sugar St - Road closed due to accident.,,Owenton Rd,R,Owenton,KY,40359,US,US/Eastern,3/11/2016 4:53,52,86,30.16,10,,Overcast
201,A-807,2,3/11/2016 6:24,3/11/2016 12:24,2.039,Between I-271/Exit 144 and OH-21/Brecksville Rd/Exit 145 - Accident.,,OH-21 N,R,Richfield,OH,44286,US,US/Eastern,3/11/2016 6:42,37.9,89,30.32,10,,Overcast
202,A-811,2,3/11/2016 8:35,3/11/2016 14:35,0.688,At I-75 - Accident.,534, S Broadway St,L,Dayton,OH,45417-3466,US,US/Eastern,3/11/2016 8:56,45,90,30.33,7,,Overcast
203,A-815,4,3/11/2016 9:42,3/11/2016 15:42,0.771,Closed between I-70/I-71 Western Split and US-23/Livingston Ave/Exit 100 - Road closed due to accident.,,I-70 E,R,Columbus,OH,43215,US,US/Eastern,3/11/2016 9:51,45,80,30.33,10,,Overcast
204,A-819,2,3/11/2016 11:55,3/11/2016 17:55,0.527,At IN-238/Exit 10 - Accident.,,I-69 N,R,Noblesville,IN,46060,US,US/Eastern,3/11/2016 11:55,48.9,81,30.35,10,,Scattered Clouds
205,A-823,2,3/11/2016 16:43,3/11/2016 22:43,0.246,At ML King Jr Dr/Exit 177 - Accident.,,OH-2 E,R,Cleveland,OH,44103,US,US/Eastern,3/11/2016 16:35,37,86,30.39,10,,Scattered Clouds
206,A-827,3,3/11/2016 17:21,3/11/2016 23:21,0.437,At Tuttle Crossing Blvd/Exit 15 - Accident.,,Outerbelt N,R,Dublin,OH,43016,US,US/Eastern,3/11/2016 16:53,57,51,30.32,10,,Clear
207,A-831,4,3/11/2016 19:05,3/12/2016 1:05,2.639,Closed between OH-48/Exit 29 and Dayton Intl Airport Rd/Exit 32 - Road closed due to accident.,,I-70 E,R,Dayton,OH,45415,US,US/Eastern,3/11/2016 18:56,48.9,80,30.32,10,,Mostly Cloudy
208,A-835,4,3/12/2016 2:02,3/12/2016 8:02,0.323,Ramp closed to Exit 52A - Road closed due to accident.,,US-68 S,R,Springfield,OH,45502,US,US/Eastern,3/12/2016 1:56,37.9,100,30.28,5,,Clear
209,A-839,2,3/12/2016 12:36,3/12/2016 18:36,0.88,At I-270 - Accident.,,Outerbelt W,R,Columbus,OH,43231,US,US/Eastern,3/12/2016 12:51,63,45,30.14,10,,Overcast
210,A-843,3,3/13/2016 8:15,3/13/2016 14:15,0.277,At I-71/I-265 - Accident.,,KY-841 N,R,Prospect,KY,40059,US,US/Eastern,3/13/2016 7:53,62.1,93,29.82,8,0.01,Overcast
211,A-847,4,3/13/2016 17:04,3/13/2016 23:04,3.638,Closed between OH-317/Hamilton and OH-674/Gender Rd - Road closed due to accident.,,S Hamilton Rd,R,Groveport,OH,43125,US,US/Eastern,3/13/2016 16:55,56.1,96,29.77,4,,Rain
212,A-851,2,3/14/2016 7:41,3/14/2016 13:41,0.017,At Mosteller Rd/Exit 44 - Accident.,11000, Mosteller Rd,R,Cincinnati,OH,45241-1828,US,US/Eastern,3/14/2016 7:53,51.1,100,29.75,0.2,,Fog
213,A-855,4,3/14/2016 9:17,3/14/2016 15:17,2.377,Closed between OH-254/Exit 148 and OH-57/Exit 145 - Road closed due to accident.,,OH-2 W,R,Sheffield Lake,OH,44054,US,US/Eastern,3/14/2016 9:34,59,90,29.74,10,,Overcast
214,A-859,2,3/14/2016 13:51,3/14/2016 19:51,1.81,At Lima Rd - Accident.,13149, Lima Rd,L,Fort Wayne,IN,46818-9507,US,US/Eastern,3/14/2016 13:54,60.1,86,29.68,10,,Overcast
215,A-863,2,3/14/2016 17:28,3/14/2016 23:28,3.899,Between I-70/US-40/Main St/Exit 43 and US-33/Exit 46 - Accident.,,Outerbelt S,R,Columbus,OH,43232,US,US/Eastern,3/14/2016 17:51,60.1,93,29.62,10,0,Mostly Cloudy
216,A-867,2,3/14/2016 18:34,3/15/2016 0:34,0.33,At IN-311/Charlestown Rd/Exit 4 - Accident.,,I-265 E,R,New Albany,IN,47150,US,US/Eastern,3/14/2016 18:53,62.1,84,29.7,10,0.02,Light Rain
217,A-871,4,3/15/2016 6:31,3/15/2016 12:31,0.059,Closed at Ransburg Ave - Road closed due to accident.,1002, Harrisburg Pike,L,Columbus,OH,43223-2525,US,US/Eastern,3/15/2016 6:35,53.8,94,29.8,5,,Overcast
218,A-875,2,3/15/2016 8:48,3/15/2016 14:48,1.937,At OH-105/OH-64/Exit 181 - Accident.,,I-75 S,R,Bowling Green,OH,43402,US,US/Eastern,3/15/2016 8:53,51.1,77,29.85,10,,Overcast
219,A-879,2,3/15/2016 10:14,3/15/2016 16:14,0.257,At OH-46/Exit 223 - Accident.,,I-80 E,R,Youngstown,OH,44515,US,US/Eastern,3/15/2016 9:51,51.1,96,29.81,0.5,0,Light Drizzle
220,A-883,2,3/15/2016 10:59,3/15/2016 16:59,0,At Avery Rd/Avery-Muirfield Dr - Accident.,,Columbus Marysville Rd N,R,Dublin,OH,43017,US,US/Eastern,3/15/2016 10:53,53.1,89,29.86,9,,Overcast
221,A-887,2,3/15/2016 12:31,3/15/2016 18:31,0.295,At Stanley Ave/Exit 56 - Accident.,,I-75 S,R,Dayton,OH,45404,US,US/Eastern,3/15/2016 12:28,60.8,77,29.83,10,,Mostly Cloudy
222,A-891,2,3/15/2016 14:33,3/15/2016 20:33,0.197,At Edwin C Moses Blvd/Exit 51 - Accident.,,I-75 N,R,Dayton,OH,45417,US,US/Eastern,3/15/2016 14:56,66.9,59,29.78,10,,Scattered Clouds
223,A-895,3,3/15/2016 17:06,3/15/2016 23:06,0.341,At US-30/US-62/Exit 104 - Accident.,,US-62 W,R,Canton,OH,44706,US,US/Eastern,3/15/2016 16:51,55,74,29.83,10,,Overcast
224,A-899,4,3/15/2016 20:48,3/16/2016 2:48,0.686,Closed between CR-48 and Yoder Rd - Road closed due to accident.,9400, Akron Rd,L,Sterling,OH,44276-9729,US,US/Eastern,3/15/2016 20:56,50,89,29.82,10,,Clear
225,A-903,4,3/16/2016 8:12,3/16/2016 14:12,0.445,Closed between Strawberry Farms Blvd and OH-3/Westerville Rd/Corporate Dr - Road closed due to accident.,3796, E Dublin Granville Rd,L,Westerville,OH,43081-4863,US,US/Eastern,3/16/2016 7:51,62.1,62,29.6,10,,Overcast
